0,1,2,3,4,5,6,7,8,9,10,11,12,label
-78.496994,163.80006,-72.96169,4.268958,-48.490368,0.14622098,-8.296178,8.214759,-16.822435,7.548178,2.097201,-9.76377,4.7030487,yes
-61.659683,158.40941,-107.17674,3.5588946,-52.366093,12.530172,-17.615948,11.794127,-11.183685,8.270599,2.8176894,-12.8196535,-0.3920622,yes
-93.68963,167.90572,-83.17992,9.485162,-26.998444,11.513196,-21.21769,6.043875,-8.795457,9.390567,2.2504773,-4.9949994,3.466692,yes
-92.308395,177.94081,-71.15045,26.964489,-21.509829,17.879772,-21.094114,12.991331,-5.151865,8.799773,7.4321823,-1.5147785,4.8697624,yes
-109.621506,179.48682,-69.11308,32.099163,-16.664257,22.158878,-19.048098,12.712838,0.37417638,10.980458,8.089305,1.6485469,0.4133782,yes
-80.330666,180.95145,-67.5403,29.876038,-17.049812,17.637842,-17.391163,11.490101,-2.2953815,9.235309,6.7095056,-2.8622112,0.65682226,yes
-95.17008,190.94125,-67.317535,27.509289,-11.5900755,18.370796,-25.664429,8.004166,-0.8456278,10.938523,1.2445681,-6.3500624,-0.7117734,yes
-114.6822,196.78113,-70.60279,34.926308,-10.91478,22.095972,-25.226166,11.497634,-2.2750576,10.245213,0.22225952,-3.6896517,-4.0692368,yes
-88.70846,183.52582,-56.519157,30.343971,-10.323221,14.748938,-14.730187,10.130414,0.25849515,5.0670724,-1.9065455,-1.9558644,1.9118412,yes
-75.797386,191.43428,-73.4025,31.841782,-6.1965256,13.868194,-21.77746,5.6676054,-4.09954,2.775339,-0.9700403,-6.8682947,-1.8019273,yes
-52.329147,170.70921,-79.833176,31.052355,-31.62896,14.397878,-21.052452,6.8358655,-4.530556,3.6543617,-1.1481779,-5.07186,3.7653732,yes
-86.02502,165.16615,-72.15299,15.540124,-39.89177,4.0136194,-13.894087,10.298666,-15.627957,6.3459487,-1.497352,-5.9137464,6.629648,yes
-99.98606,163.91953,-55.821537,11.418085,-39.919136,5.840293,-8.809127,15.019915,-17.663511,7.665155,3.0969763,-2.1553583,7.873133,yes
-109.13945,173.37,-57.93936,7.4721475,-37.14397,5.7365446,-10.801658,7.918179,-16.582047,3.148862,6.053626,-3.831312,9.847131,yes
-119.81968,176.90593,-63.57311,36.46224,-11.70905,18.619152,-18.656036,13.985203,2.5865376,4.623287,-2.2219045,-2.165209,4.4567313,yes
-85.26674,178.44649,-72.897026,33.520214,-22.075281,12.699811,-21.389683,12.549795,-4.009761,9.411433,0.9581705,-6.6751027,1.7314482,yes
-95.86295,172.34322,-67.76164,40.373745,-18.255905,16.867758,-23.343088,16.109266,-1.7989843,9.969298,1.9243257,-1.1691155,7.801914,yes
-91.851166,185.62996,-74.95957,36.63336,-15.169391,13.8039055,-22.71368,9.5805,-0.42237338,6.5867705,0.6933155,-1.8281366,5.321336,yes
-105.572495,194.47845,-75.86931,3.229135,-3.5227647,19.119493,-17.04381,1.9192141,1.042928,5.917263,0.11067188,-4.7244053,-4.4535027,yes
-104.19803,190.44307,-68.02414,23.111252,-11.5925665,16.360704,-16.802862,11.310822,4.0800066,12.911305,4.5595684,0.020476883,-0.33511516,yes
-40.193718,165.10147,-65.1116,56.22863,-37.125053,28.190386,-34.027924,15.30909,-14.480661,0.45445228,-4.071233,-6.6916842,7.793215,yes
-39.619766,165.44016,-66.404175,45.0588,-41.223873,26.187408,-29.678978,12.693823,-13.477202,3.0281594,-3.659219,-10.858071,5.0345235,yes
-68.11348,168.79324,-65.09183,33.66809,-43.155476,13.080609,-17.473406,10.101157,-17.215477,3.9130218,1.0013242,-3.2508156,9.415851,yes
-64.03895,176.97533,-68.843025,31.687109,-40.229763,15.408813,-21.889439,10.070811,-10.222833,4.392472,5.0537567,-7.5832243,3.672061,yes
-78.80838,176.67606,-61.605644,27.64173,-49.496597,4.290667,-16.577923,10.265352,-17.17689,3.464312,6.36772,-2.1511002,10.534779,yes
-77.019745,181.42155,-71.37407,42.983456,-43.95042,13.072565,-19.72754,11.309115,-10.347662,5.703467,0.8488622,-1.1876827,7.391457,yes
-57.217556,163.55574,-70.34947,47.222565,-49.622814,24.936222,-25.346226,14.498876,-13.278163,9.542377,0.9882965,-1.0773028,7.5882916,yes
-63.206226,164.36537,-70.05815,52.704563,-31.152798,19.053036,-29.32889,14.204669,-14.693729,4.944216,0.4072268,-6.0293684,6.48384,yes
-65.81261,150.10394,-80.771515,47.546085,-33.42303,19.238153,-20.73546,11.1489105,-12.46913,11.79803,-2.1742795,-7.4635525,0.7839116,yes
-99.57174,166.53593,-81.13989,43.27554,-18.585983,10.143396,-16.23029,10.068342,-8.973087,9.595894,-2.2692344,-5.933462,0.9411156,yes
-99.188126,167.49261,-70.482285,39.66002,-20.096024,13.881375,-16.879843,6.405938,-9.515458,10.239029,-3.3759022,-8.422795,-0.03734765,yes
-87.30586,164.78278,-63.70204,39.279827,-21.36074,23.25231,-19.970552,11.124843,-4.1704535,1.3658705,-2.525737,-11.063394,-1.2119917,yes
-72.17416,164.38644,-61.227673,40.829163,-26.873678,25.690287,-21.497,9.025357,-7.8154955,1.1182004,0.48481572,-9.658095,2.82163,yes
-61.083736,170.33206,-67.311134,43.76654,-28.402111,24.45121,-26.495312,9.952327,-9.491015,3.8701541,2.2723053,-10.72932,1.002764,yes
-58.622887,157.5798,-71.100815,37.082172,-31.104324,29.26748,-28.862816,8.517706,-9.746793,2.0874636,-7.682493,-11.903352,1.8767468,yes
-82.43899,168.2182,-69.67812,28.928514,-43.906776,6.1210165,-5.370199,13.124421,-20.595709,7.3596087,10.650173,-5.188023,10.426069,yes
-104.052734,163.04973,-63.231274,20.346659,-39.527287,5.468951,-4.7591095,10.949207,-14.17072,8.129561,9.553054,-5.011891,0.28007156,yes
-104.77048,154.61288,-62.82483,18.143745,-43.13062,1.8114661,-0.3319458,10.219277,-21.169268,11.877799,6.575082,-1.9037226,2.3642325,yes
-117.22548,157.82362,-57.052563,21.383492,-34.034294,10.2890415,-9.712985,4.723587,-17.957037,6.0401306,4.224205,-0.5517976,4.4125075,yes
-93.33163,154.44405,-75.48365,41.749638,-25.985645,12.444537,-18.109173,6.866982,-12.713071,10.353577,-1.186523,-3.884331,2.3698947,yes
-105.37936,159.19487,-82.948875,36.411446,-21.660866,14.718636,-16.46069,8.866565,-8.696157,10.574308,-0.9119483,-8.168177,-2.5925105,yes
-92.95038,160.15231,-71.80921,40.721195,-24.686213,13.068697,-13.808247,5.2044077,-8.524284,8.554785,-2.117721,-2.224529,1.2337095,yes
-82.54751,166.58296,-81.02117,32.025757,-18.78496,17.696106,-19.242628,12.95791,-6.7273664,5.5037007,2.089862,-11.867937,2.4693587,yes
-84.88595,164.27855,-69.72273,49.797935,-20.293089,26.841228,-23.796724,11.8516,-4.851,0.2920922,-1.5367807,-10.05247,5.3862934,yes
-58.29769,171.15244,-75.518715,42.31907,-30.341625,25.931427,-23.839506,11.311062,-7.1268983,5.1972017,-2.473733,-14.271037,2.6325347,yes
-69.125374,175.26025,-78.59408,42.740902,-21.41795,27.602423,-28.29639,7.999491,-7.739756,-1.917926,-6.8172355,-11.903259,5.792594,yes
-65.925575,166.33362,-81.17524,30.34462,-35.39678,12.488639,-18.10366,12.558904,-14.122299,6.077043,5.36505,-8.191429,7.5433273,yes
-86.13705,167.10733,-68.49343,24.628817,-34.22629,2.8336575,-11.574848,10.610502,-12.440781,1.797539,4.4380426,-3.8722646,7.6143966,yes
-95.209984,166.78354,-66.25896,21.752937,-31.237188,6.9064827,-8.331065,12.834591,-14.749328,7.624465,5.488543,-4.261953,3.6667209,yes
-95.71322,161.5921,-71.24459,17.295065,-28.23031,6.1166363,-6.807112,14.24814,-13.366817,8.762808,6.3844123,-7.4650373,1.9800258,yes
-43.836613,141.3582,-99.11695,63.12768,-38.646843,13.932976,-29.226206,8.054596,2.2552934,5.927643,0.6000102,-10.631424,-4.0558743,yes
-41.42421,138.56563,-89.85586,61.177643,-42.581764,22.035994,-30.740719,13.771612,-13.552297,1.0941763,-3.2586346,-13.632636,0.59683037,yes
-65.21993,150.50426,-121.62062,57.1016,-38.256416,1.8826787,-31.87485,8.191823,6.401687,6.0119443,-0.8209419,-9.706009,-4.591059,yes
-61.306107,155.47528,-118.74762,53.298138,-27.299744,11.538668,-14.228018,16.747313,-3.0122619,1.4874867,1.7794074,-4.842594,-0.83070433,yes
-39.061886,140.58377,-91.33582,63.948334,-43.797977,13.298911,-28.910454,14.958552,-14.772116,1.987374,-6.1905513,-2.7318444,6.0294952,yes
-49.46017,127.12563,-83.84495,61,-31.436668,8.179819,-34.294697,16.630573,-11.299902,2.968651,-4.2085214,-2.2821143,4.8072248,yes
-58.357014,137.48965,-87.65115,66.671425,-30.624096,15.16515,-37.12024,22.737375,-12.870392,3.062015,-5.1625447,-5.101581,4.389043,yes
-63.937305,160.04175,-98.71506,64.79933,-26.919472,15.761643,-34.047558,24.94471,-11.364569,-0.7000358,-0.4777018,-2.1484976,3.3086655,yes
-54.341393,143.48744,-90.10495,49.747375,-19.783628,11.155638,-30.90409,21.609491,-10.922741,-1.3194749,-5.4274087,-6.1998806,1.4167306,yes
-70.83574,159.23695,-87.077446,33.759098,-38.25463,-7.687976,-14.242637,19.689123,-18.893335,-0.94604576,0.19080451,0.36912262,9.040233,yes
-69.24381,159.84056,-99.78191,35.955666,-36.271408,-4.550102,-5.7532487,15.823637,-17.163908,7.5777016,1.2816124,-2.613567,0.19857483,yes
-75.49892,161.22478,-100.560745,33.33972,-36.039642,-9.410945,-3.9155142,10.44949,-15.508953,6.2344866,2.27995,2.1874156,2.9824114,yes
-87.62084,156.76709,-97.02259,35.590904,-32.175457,-2.1227705,-11.164483,12.853498,-18.342327,2.7414813,-1.2452763,0.66022307,6.0320306,yes
-80.02539,144.82939,-98.463356,47.399338,-22.793383,2.3037481,-22.564829,13.676659,-16.17934,4.65713,-7.220087,-4.159763,3.6811032,yes
-83.55593,154.33524,-102.23451,46.967022,-16.335392,0.64190274,-19.831509,7.517056,-12.541456,5.355923,-4.711808,-5.260926,-2.0519047,yes
-92.89867,154.83578,-100.535515,43.402924,-17.286448,0.18823488,-16.795988,7.0792394,-10.268133,5.45977,-6.2527456,-1.1821946,-2.4128044,yes
-74.83538,153.73428,-112.98593,23.575443,-25.845562,-2.209938,-26.050812,15.95957,-13.26635,9.185867,1.3135787,-5.808041,-3.1793377,yes
-76.24127,144.04126,-106.95255,36.849407,-35.57088,9.554286,-34.38451,22.941004,-10.276523,0.55626595,-3.941073,-6.197398,-0.38668212,yes
-63.05655,150.49132,-96.44918,43.37499,-28.234934,9.542374,-29.300224,17.160967,-8.051129,-0.22121711,-4.1191716,-6.000402,0.51540285,yes
-54.84997,149.2076,-94.52354,48.47058,-28.321955,13.951108,-32.7163,16.68398,-10.451582,-0.58286226,-10.308826,-7.020975,2.6692429,yes
-57.13688,156.01881,-98.2192,41.21384,-29.746777,1.7855644,-20.51257,13.499426,-8.645514,0.9384795,0.8573341,-2.0196571,1.1557986,yes
-57.407017,168.0503,-103.7096,46.607807,-38.295094,1.7372155,-19.546041,16.17696,-10.5611315,-0.38722888,1.8557769,1.1253406,5.2868214,yes
-71.39004,153.60934,-95.399475,31.882734,-34.53089,-1.7254755,-11.4263525,14.965946,-11.070213,3.5578027,3.4343996,0.05771731,-1.2883451,yes
-91.96761,154.68489,-95.16552,24.995295,-36.19214,3.4555016,-18.615736,12.612314,-13.0615425,3.1392365,2.9830053,-0.47532955,-0.3274569,yes
-79.51125,144.39423,-95.93823,48.532833,-27.73945,10.9912615,-31.118107,16.023222,-12.7502985,3.124887,-4.506376,-3.245144,1.0059013,yes
-80.988464,150.1124,-96.03065,43.103714,-21.41729,8.0728245,-25.82396,15.003155,-10.82276,2.7927194,-2.915552,-4.4823833,-2.6646416,yes
-87.873055,160.1543,-100.592674,62.132126,-18.526077,8.525173,-27.234222,16.552128,-6.372779,0.7974099,-1.7228297,-2.7765071,0.28031236,yes
-79.70466,166.84967,-109.1439,62.976727,-19.882004,9.441843,-28.649412,12.585869,-5.067737,2.909627,-2.602798,-4.733821,-1.5114945,yes
-64.72694,159.07568,-110.38779,33.814754,-35.076534,0.7157978,-24.681303,12.28458,-4.246239,-2.0671434,0.48358646,-4.599202,-1.0773364,yes
-81.84007,156.87401,-101.22639,34.65649,-28.99394,4.749207,-21.22649,14.261664,-7.244595,0.88725585,-2.3401706,-9.070142,-1.4730141,yes
-86.0286,155.20145,-98.56901,61.92668,-20.134016,19.203167,-29.425898,14.464386,-4.411269,-1.7604588,-5.154542,-6.5643926,1.4424407,yes
-56.92875,147.97218,-97.43867,43.404144,-31.357557,7.396282,-24.083662,11.20973,-8.065509,-1.2154882,-3.8790143,-5.6444817,-0.40427756,yes
-64.529655,167.52771,-109.72526,59.29698,-41.316803,9.324307,-25.860682,17.97805,-10.318094,-0.51748705,2.2117171,2.248678,7.8561788,yes
-64.47568,150.14252,-94.69363,41.76751,-35.918613,7.284931,-19.82839,19.592642,-8.1459255,3.3557937,2.9173925,-1.27657,1.4788603,yes
-82.30464,145.78761,-85.68699,24.826023,-35.035385,1.6739551,-14.121939,17.312737,-9.979471,3.338802,4.035006,0.8252824,0.02310427,yes
-85.442726,140.24535,-93.71382,53.076473,-29.07758,10.19216,-26.094486,12.712175,-11.710879,2.0832016,-6.6112213,-3.315915,3.776556,yes
-73.39999,147.37271,-97.358765,58.193222,-28.567257,5.68507,-17.81953,10.219148,-9.813281,2.582495,-7.1452074,0.9918127,0.8291036,yes
-81.03365,149.01326,-101.83364,69.7101,-25.547247,6.7447114,-26.095543,11.030974,-4.5896997,4.851012,-5.166892,-1.2273507,-1.315789,yes
-75.840775,153.8791,-99.79602,62.81008,-26.801796,8.534562,-21.634398,9.707032,-8.374148,2.2025843,-4.0086064,-1.1421783,-0.08238091,yes
-55.696312,144.6038,-97.4227,68.12676,-46.267944,27.704063,-36.30509,18.717108,-8.153435,-1.6779228,2.9626353,-5.9110394,4.149815,yes
-48.730137,129.24794,-88.06112,62.412224,-41.331482,29.171228,-30.105286,16.976187,-5.930032,-6.2340965,3.1507854,-6.6342187,0.10182953,yes
-56.927074,126.340324,-92.23837,72.53691,-41.646297,34.62495,-32.523834,17.824703,-4.745916,-6.178989,2.4137387,-6.9298115,3.128262,yes
-33.780106,136.72195,-97.78774,60.62077,-47.714905,27.362745,-32.51967,19.743458,-6.5580707,-5.544966,2.0202982,-6.237186,5.9044724,yes
-47.961506,144.33624,-94.93449,59.413578,-50.33916,19.708132,-35.103966,21.351582,-10.916607,-1.5579115,-1.1102673,0.5454779,11.164169,yes
-50.369102,155.58662,-99.87269,55.014393,-42.560184,12.316034,-20.193686,17.138777,-4.6855984,1.9338754,3.3485935,0.007235777,0.43927836,yes
-46.434982,148.6142,-98.14049,57.625446,-46.521877,18.30731,-27.407389,20.3903,-7.153644,2.4545062,6.183853,1.4718624,4.8251266,yes
-42.586384,128.33665,-87.53363,66.49049,-50.392414,29.262245,-37.88131,20.35338,-10.18886,-3.2572968,0.77974546,-1.9974556,6.680134,yes
-63.612755,128.75165,-106.01722,79.368256,-50.493202,26.355814,-34.895508,19.208422,-6.525293,0.3830763,-4.6914053,-1.4776232,1.8708502,yes
-67.61331,168.69061,-103.39452,50.531963,-34.42372,4.543994,-21.615606,15.147014,-10.492062,-0.13154356,2.1998084,1.8788662,6.304098,yes
-54.008648,166.11044,-105.77474,45.583782,-39.43023,3.1303072,-16.777266,17.871027,-8.760059,3.075336,2.8151424,-1.8018142,-0.24867131,yes
-81.905304,150.07558,-93.980995,25.935919,-36.167118,-1.0664476,-13.325974,14.002793,-13.75969,4.9181385,4.2850847,1.3047837,-0.038509488,yes
-90.944725,149.71623,-91.503426,35.6236,-30.558805,6.891917,-23.66306,11.21916,-13.010673,-0.24508204,-1.1717764,-0.5033171,2.017938,yes
-76.14577,149.08792,-100.37619,45.686672,-27.203426,7.886811,-26.968597,15.767867,-11.008752,4.220988,-4.2470136,-3.587349,-1.0622095,yes
-87.10964,147.94441,-91.33988,47.24393,-16.357346,8.3490305,-28.056095,16.124645,-8.544953,2.3689497,-1.2232382,-4.2816434,-1.6310256,yes
-84.79956,163.2792,-106.92961,60.839348,-19.83161,7.7203493,-22.49256,15.1952715,-5.2322307,1.3648186,-2.0301268,-3.270161,-0.97248644,yes
-61.811157,158.60318,-100.36554,50.468716,-21.806091,5.2829676,-31.081675,8.172327,-7.4926963,-1.5312648,-3.9681382,-5.3457837,0.314105,yes
-72.10134,164.50949,-114.51952,33.266113,-35.116646,-1.8158354,-22.167297,15.238683,-1.7543433,-0.80883414,0.75344265,-5.630366,-3.4828298,yes
-90.80821,151.2673,-96.58471,41.142315,-23.706722,9.274095,-20.435078,15.16825,-5.9885244,2.0073936,-1.1648117,-7.9982367,-0.55362064,yes
-67.591805,150.5604,-94.10197,53.488365,-20.612797,18.396166,-29.248428,9.640832,-5.44497,-5.6211133,-8.111979,-7.114315,0.31820074,yes
-57.45431,149.96703,-100.95686,43.751614,-34.22557,0.033843875,-19.194824,11.694946,-7.420379,1.3784819,1.8886806,-2.4769607,0.9168331,yes
-61.89417,164.9364,-108.14208,58.385437,-40.43316,11.266572,-26.709143,20.818895,-9.116595,1.6036757,2.0304363,1.1919235,5.8748717,yes
-76.19309,148.33647,-88.734314,34.610622,-35.894325,6.3548903,-17.132944,17.938616,-10.07058,2.314695,2.9488597,0.503118,3.3547392,yes
-27.39948,156.08783,-76.14454,51.485798,-40.47047,28.193213,-37.15336,17.062424,-18.20533,-1.2776024,-4.2154627,-11.475663,1.0014995,yes
-30.668985,166.98158,-70.69985,49.602642,-52.138012,21.0362,-30.46508,17.371473,-17.32721,-0.29735422,2.4622886,-5.5835986,5.238475,yes
-39.492615,169.44597,-71.46384,41.276443,-51.412518,17.879345,-24.671654,16.984844,-14.000629,3.3594167,4.639014,-6.953532,0.5551375,yes
-35.91049,168.02382,-72.58935,43.091763,-52.144863,19.640629,-27.204931,15.933744,-14.824513,2.2196398,7.9561176,-3.8004034,2.8889713,yes
-43.831684,161.21947,-70.713974,49.401955,-48.91709,25.453562,-31.954279,17.292814,-16.647364,1.8960056,3.9024346,-4.480079,3.551169,yes
